BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000003187,17698,Burgemeester Taets van Amerongenlaan,De Meern,Weg
0344300000002949,12153,Burgemeester ter Pelkwijklaan,Utrecht,Weg
0344300000002682,17886,Burgemeester Van der Heidelaan,Vleuten,Weg
0344300000001460,16300,Burgemeester van der Voort van Zijplaan,Utrecht,Weg
0344300000000254,15660,Burgemeester van Tuyllkade,Utrecht,Weg
0344300000003026,16,Burgemeester Verderlaan,Utrecht,Weg
0344300000002397,2460,Burgjeslaan,Utrecht,Weg
0344300000003630,2470,Burmanstraat,Utrecht,Weg
0344300000002706,1125,Burt Bacharachstraat,Utrecht,Weg
0344300000002794,21004,Busbaan Langerak,Utrecht,Weg
0344300000003566,21002,Busbaan Oudenrijn,De Meern,Weg
0344300000002802,2474,Busbaan Papendorp,Utrecht,Weg
0344300000003562,21005,Busbaan Parkwijk,Utrecht,Weg
0344300000003406,2476,Busbaan Rijnvliet,De Meern,Weg
0344300000003565,2475,Busbaan Rijnvliet,Utrecht,Weg
0344300000002796,21003,Busbaan Strijkviertel,Utrecht,Weg
0344300000002795,21001,Busbaan Veldhuizen,De Meern,Weg
0344300000002801,21000,Busbaan Vleuterweide,Vleuten,Weg
0344300000000255,2480,Busken Huetstraat,Utrecht,Weg
0344300000000256,2490,Butterflydreef,Utrecht,Weg
0344300000002398,2500,Buurkerkhof,Utrecht,Weg
0344300000001461,2530,Buys Ballotstraat,Utrecht,Weg
0344300000003576,2580,Byronstraat,Utrecht,Weg
0344300000000257,14160,C. Smeenkstraat,Utrecht,Weg
0344300000001675,9420,C. van Maasdijkstraat,Utrecht,Weg
0344300000001462,2593,Cabotolaan,Utrecht,Weg
0344300000002399,2595,Cabrallaan,Utrecht,Weg
0344300000002663,2591,CAB-rondom,Utrecht,Weg
0344300000002032,2598,Cacaoweg,Utrecht,Weg
0344300000000258,2600,Caesarlaan,Utrecht,Weg
0344300000000259,2620,Calderónlaan,Utrecht,Weg
0344300000003364,2630,Californiëdreef,Utrecht,Weg
0344300000001384,2640,Cambridgelaan,Utrecht,Weg
0344300000002400,2650,Camera Obscuradreef,Utrecht,Weg
0344300000003301,18221,Camminghaplantsoen,Utrecht,Landschappelijk gebied
0344300000000260,2660,Camminghaplantsoen,Utrecht,Weg
0344300000002102,17887,Camphuysenstraat,Vleuten,Weg
0344300000000261,2683,Camposdreef,Utrecht,Weg
0344300000002183,2684,Campusplein,Utrecht,Weg
0344300000002976,2718,Cantharelhof,Vleuten,Weg
0344300000002975,2716,Cantharellaan,Vleuten,Weg
0344300000001944,2717,Cantharelplaats,Vleuten,Weg
0344300000001463,2685,Cantondreef,Utrecht,Weg
0344300000000262,2687,Caracasdreef,Utrecht,Weg
0344300000001795,16986,Carel Willinkstraat,Utrecht,Weg
0344300000001731,17420,Carl Zellerhof,Utrecht,Weg
0344300000002401,2690,Carmendreef,Utrecht,Weg
0344300000000263,2700,Carnegiedreef,Utrecht,Weg
0344300000000264,2705,Carolinen,Utrecht,Weg
0344300000000777,2387,Carry van Bruggenstraat,Utrecht,Weg
0344300000002402,2710,Cartesiusweg,Utrecht,Weg
0344300000003654,17700,Castellumlaan,De Meern,Weg
0344300000002112,17701,Castellumpark,De Meern,Weg
0344300000000265,2713,Catalonië,Utrecht,Weg
0344300000003865,25021,Catharijne Esplanade,Utrecht,Weg
0344300000000266,2715,Catharijnebaan,Utrecht,Weg
0344300000002403,2720,Catharijnekade,Utrecht,Weg
0344300000003765,2723,Catharijnepassage,Utrecht,Weg
0344300000003766,2724,Catharijneplateau,Utrecht,Weg
0344300000003888,25053,Catharijnepoort,Utrecht,Weg
0344300000000267,2731,Catharijnesingel,Utrecht,Weg
0344300000000268,2740,Catharijnesteeg,Utrecht,Weg
0344300000003135,18514,Catharijneviaduct,Utrecht,Kunstwerk
0344300000002404,12990,Catharina van Renneslaan,Utrecht,Weg
0344300000002308,17702,Catharinaplaatjes,De Meern,Weg
0344300000001634,2752,Cauberg,Utrecht,Weg
0344300000000269,2758,Cayennedreef,Utrecht,Weg
0344300000000270,2760,Cederstraat,Utrecht,Weg
0344300000002638,2442,Cees Buddinghlaan,De Meern,Weg
0344300000000271,2770,Celebesstraat,Utrecht,Weg
0344300000001861,17703,Celsius,De Meern,Weg
0344300000001346,2780,Celsiuslaan,Utrecht,Weg
0344300000001464,2790,Centaurusdreef,Utrecht,Weg
0344300000001895,2792,Centrumboulevard,Utrecht,Weg
0344300000002293,17704,Centrumlaan,De Meern,Weg
0344300000000272,2797,Ceramstraat,Utrecht,Weg
0344300000003495,2798,Cerialisplaats,De Meern,Weg
0344300000000273,2800,Cervanteslaan,Utrecht,Weg
0344300000003651,3607,César Domelahof,Utrecht,Weg
0344300000000274,2805,Cevennen,Utrecht,Weg
0344300000003305,2810,Ceylonlaan,Utrecht,Weg
0344300000003388,8916,C.H. Letschertweg,Utrecht,Weg
0344300000001433,8915,C.H. Letschertweg,De Meern,Weg
0344300000001791,15386,Charley Tooropstraat,Utrecht,Weg
0344300000003365,2120,Charlotte van Bourbondreef,Utrecht,Weg
0344300000002787,11912,Charlotte van Pallandthof,Utrecht,Weg
0344300000000090,2825,Chathams,Utrecht,Weg
0344300000001672,5344,Ché Guevarastraat,Utrecht,Weg
0344300000000091,2835,Cheopsdreef,Utrecht,Weg
0344300000000092,2837,Chicagodreef,Utrecht,Weg
0344300000002946,9972,Chico Mendesstraat,Utrecht,Weg
0344300000003314,2839,Chilidreef,Utrecht,Weg
0344300000001977,2845,Chinesetuinlaan,Vleuten,Weg
0344300000000093,2840,Chiosdreef,Utrecht,Weg
0344300000003883,25045,Chisinaustraat,Utrecht,Weg
0344300000001465,2850,Choorstraat,Utrecht,Weg
0344300000000094,2860,Chopinstraat,Utrecht,Weg
0344300000002658,1122,Chris Barberpad,Utrecht,Weg
0344300000001702,8120,Christiaan Krammlaan,Utrecht,Weg
0344300000003786,986,Christine Baderhaghe,Utrecht,Weg
0344300000003787,987,Christine Baderkade,Utrecht,Weg
0344300000001466,2870,Chrysantstraat,Utrecht,Weg
0344300000000095,2880,Churchilllaan,Utrecht,Weg
0344300000000096,2890,Cicerolaan,Utrecht,Weg
0344300000002279,17038,Citroenkruid,De Meern,Weg
0344300000003174,2900,Citroenvlinder,Utrecht,Weg
0344300000003141,2902,Clappsperenlaan,Vleuten,Weg
0344300000002326,17888,Clara Egginkstraat,Vleuten,Weg
0344300000000097,2905,Clarenburg,Utrecht,Weg
0344300000003764,2907,Clarenburgplateau,Utrecht,Weg
0344300000003763,2906,Clarenburgplein,Utrecht,Weg
0344300000002677,2908,Claudiuslaan,De Meern,Weg
0344300000000098,2910,Cleopatradreef,Utrecht,Weg
0344300000002002,2916,Clingeboslaan,Vleuten,Weg
0344300000002717,2911,Cliviapad,Utrecht,Weg
0344300000000099,2920,Cobradreef,Utrecht,Weg
0344300000002601,2921,Coelhorst,Vleuten,Weg
0344300000000100,2940,Cohenlaan,Utrecht,Weg
0344300000002186,2945,Coïmbrapad,Utrecht,Weg
0344300000002693,12471,Cole Porterplantsoen,Utrecht,Weg
0344300000001726,18515,Colignybrug,Utrecht,Kunstwerk
0344300000000101,2955,Colombiadreef,Utrecht,Weg
0344300000000102,2960,Coloradodreef,Utrecht,Weg
0344300000002051,2970,Columbuslaan,Utrecht,Weg
0344300000000103,2975,Comoren,Utrecht,Weg
0344300000003530,2974,Componistenlaan,Vleuten,Weg
0344300000002337,17102,Computerweg,Utrecht,Weg
0344300000000104,2980,Concordiastraat,Utrecht,Weg
0344300000003047,2983,Conferenceperenlaan,Vleuten,Weg
0344300000000105,4240,Constant Erzeijstraat,Utrecht,Weg
0344300000000106,2987,Cooklaan,Utrecht,Weg
0344300000000107,2990,Coornhertstraat,Utrecht,Weg
0344300000000108,13435,Cor Ruyslaan,Utrecht,Weg
0344300000002357,16197,Cor Vlotlaan,Utrecht,Weg
0344300000001801,3005,Corbulopad,De Meern,Weg
0344300000000109,3010,Corneillelaan,Utrecht,Weg
0344300000000110,3540,Cornelis Dirkszstraat,Utrecht,Weg
0344300000001679,3800,Cornelis Drebbelstraat,Utrecht,Weg
0344300000000111,4320,Cornelis Evertsenstraat,Utrecht,Weg
0344300000003638,6360,Cornelis Houtmanstraat,Utrecht,Weg
0344300000000112,10030,Cornelis Mertenssstraat,Utrecht,Weg
0344300000001257,13290,Cornelis Roobolstraat,Utrecht,Weg
0344300000000113,3030,Cornetstraat,Utrecht,Weg
0344300000003366,3040,Cortezlaan,Utrecht,Weg
0344300000002837,3044,Costa Ricadreef,Utrecht,Weg
0344300000002653,1173,Count Basiestraat,Utrecht,Weg
0344300000002238,17889,Couperusstraat,Vleuten,Weg
0344300000000114,3070,Cremerdwarsstraat,Utrecht,Weg
0344300000001467,3080,Cremerplein,Utrecht,Weg
0344300000000115,3090,Cremerstraat,Utrecht,Weg
0344300000000116,3100,Croeselaan,Utrecht,Weg
0344300000001347,3110,Croesestraat,Utrecht,Weg
0344300000001468,3130,Cromwijcklaan,Utrecht,Weg
0344300000002685,3132,Crouweldijk,Utrecht,Weg
0344300000002838,3134,Cubadreef,Utrecht,Weg
0344300000001291,3137,Cupidodreef,Utrecht,Weg
0344300000000117,3140,Curaçaostraat,Utrecht,Weg
0344300000002239,17890,Curielaan,Vleuten,Weg
0344300000003519,19520,Cuypersplantsoen,Utrecht,Weg
0344300000002079,3161,Cypergrashof,Vleuten,Weg
0344300000003553,3165,Cypresplaats,Utrecht,Weg
0344300000002839,3210,Da Costakade,Utrecht,Weg
0344300000001635,3182,Daalseplein,Utrecht,Weg
0344300000000118,3183,Daalsesingel,Utrecht,Weg
0344300000000767,3185,Daalsetunnel,Utrecht,Weg
0344300000000119,3190,Daalseweg,Utrecht,Weg
0344300000002612,3195,Daalseweghof,Utrecht,Weg
0344300000003571,3200,Daalstraat,Utrecht,Weg
0344300000002840,3220,Dadelstraat,Utrecht,Weg
0344300000000120,3230,Daelwijcklaan,Utrecht,Weg
0344300000002841,3240,Daendelsstraat,Utrecht,Weg
0344300000000121,3250,Dahliastraat,Utrecht,Weg
0344300000000122,3252,Dallasdreef,Utrecht,Weg
0344300000000970,3254,Daltonlaan,Utrecht,Weg
0344300000002842,3255,Damascusdreef,Utrecht,Weg
0344300000001862,17705,Dampkring,De Meern,Weg
0344300000001825,3265,Damraklaan,Utrecht,Weg
0344300000000123,3270,Damstraat,Utrecht,Weg
0344300000003188,17706,Damzigt,De Meern,Weg
0344300000000124,3275,Danangdreef,Utrecht,Weg
0344300000000125,3280,Dantelaan,Utrecht,Weg
0344300000002843,3290,Darwindreef,Utrecht,Weg
0344300000002765,3302,Dassenburcht,Vleuten,Weg
0344300000001863,17707,Dauw,De Meern,Weg
0344300000003829,2378,Dave Brubeckstraat,Utrecht,Weg
0344300000000781,5048,David Ben Goerionstraat,Utrecht,Weg
0344300000001727,18517,David van Mollembrug,Utrecht,Kunstwerk
0344300000001710,10350,David van Mollemstraat,Utrecht,Weg
0344300000000126,1200,De Bazelstraat,Utrecht,Weg
0344300000003217,1735,De Blieckstraat,Utrecht,Weg
0344300000002844,1807,De Boeijelaan,Utrecht,Weg
0344300000003121,17014,De Bom,Haarzuilens,Weg
0344300000003367,2230,De Brauwlaan,Utrecht,Weg
0344300000001671,2820,De Charmantedreef,Utrecht,Weg
0344300000001864,17708,De Dompelaar,De Meern,Weg
0344300000000127,4820,De Gasperilaan,Utrecht,Weg
0344300000002240,17891,De Geer,Vleuten,Weg
0344300000002241,17892,De Grauwert,Vleuten,Weg
0344300000002364,18744,De Heijcop,Vleuten,Water
0344300000003695,5692,De Heldinnenlaan,Utrecht,Weg
0344300000000128,7650,De Kloplaan,Utrecht,Weg
0344300000002242,17893,De Kriek,Vleuten,Weg
0344300000001469,8900,De Lessepsstraat,Utrecht,Weg
0344300000000129,9280,De Louterlaan,Utrecht,Weg
0344300000001167,18564,De Meernbrug,Utrecht,Kunstwerk
0344300000003454,17709,De Milan Viscontilaan,De Meern,Weg
0344300000002359,19500,De Milan Viscontipark,De Meern,Landschappelijk gebied
0344300000001348,10497,De Munnikplein,Utrecht,Weg
0344300000002243,17894,De Nes,Vleuten,Weg
0344300000003699,3386,De Paddehof,Vleuten,Weg
0344300000003038,17895,De Paddenaar,Vleuten,Weg
0344300000002637,12315,De Paltz,Vleuten,Weg
0344300000002296,17896,De Pottegieter,Vleuten,Weg
0344300000003128,17897,De Reit,Vleuten,Weg
0344300000002845,13530,De Rijpstraat,Utrecht,Weg
0344300000002297,13342,De Roylaan,Utrecht,Weg
0344300000003548,13381,De Ruiterberg,Vleuten,Weg
0344300000003123,17710,De Ruyterstraat,De Meern,Weg
0344300000001334,13620,De Savornin Lohmanstraat,Utrecht,Weg
0344300000001292,14070,De Sitterlaan,Utrecht,Weg
0344300000003691,18374,De Sporeplein,Vleuten,Weg
0344300000002704,14445,De Sporesingel,Vleuten,Weg
0344300000003083,17898,De Swaan,Vleuten,Weg
0344300000002244,17899,De Tol,Vleuten,Weg
0344300000002245,17900,De Vischkom,Vleuten,Weg
0344300000003502,16122,De Vlasakkers,Vleuten,Weg
0344300000000130,16310,De Vooysplantsoen,Utrecht,Weg
0344300000002621,3387,De Vuursche,Vleuten,Weg
0344300000001278,16476,De Wadden,Utrecht,Weg
0344300000003084,17901,De Wel,Vleuten,Weg
0344300000000131,16850,De Wetstraat,Utrecht,Weg
0344300000001284,16930,De Wierslaan,Utrecht,Weg
0344300000001219,18738,De Zilveren Schaats,Utrecht,Water
0344300000001470,3310,Debussystraat,Utrecht,Weg
0344300000002846,3320,Decimalaan,Utrecht,Weg
0344300000002090,17711,Deeneplaat,De Meern,Weg
0344300000000132,13260,Deken Roesstraat,Utrecht,Weg
0344300000002579,3335,Dekhuyzenstraat,Utrecht,Weg
0344300000003306,3360,Deliuslaan,Utrecht,Weg
0344300000000759,3364,Deltastraat,Utrecht,Weg
0344300000001220,3366,Demkaweg,Utrecht,Weg
0344300000003816,2291,Den Brielplein,Utrecht,Weg
0344300000002847,2290,Den Brielstraat,Utrecht,Weg
0344300000002246,17902,Den Hamstraat,Vleuten,Weg
0344300000001428,6027,Den Hoet,Utrecht,Weg
0344300000000134,3370,Dennenstraat,Utrecht,Weg
0344300000003450,3373,Dennewitjeshof,Utrecht,Weg
0344300000000135,3375,Denverdreef,Utrecht,Weg
0344300000002034,11387,Derde Oosterparklaan,Utrecht,Weg
0344300000003529,16806,Derde Westerparklaan,Utrecht,Weg
0344300000003136,18518,Detmoldbrug,Utrecht,Kunstwerk
0344300000002848,3380,Detmoldstraat,Utrecht,Weg
0344300000000136,3385,Detroitdreef,Utrecht,Weg
0344300000000137,3390,Diaconessenstraat,Utrecht,Weg
0344300000002849,3400,Diamantweg,Utrecht,Weg
0344300000000138,3410,Dianadreef,Utrecht,Weg
0344300000003752,21007,Dichtersbaan,Utrecht,Weg
0344300000003853,25017,Dichtersbrug,Utrecht,Kunstwerk
0344300000003751,3417,Dichtersplein,Utrecht,Weg
0344300000003703,2422,Dick Brunasingel,Utrecht,Weg
0344300000000139,3420,Dickenslaan,Utrecht,Weg
0344300000002850,3430,Dickensplaats,Utrecht,Weg
0344300000003572,3490,Dieselweg,Utrecht,Weg
0344300000000140,3500,Diezestraat,Utrecht,Weg
0344300000002851,3950,Dijkstraat,Utrecht,Weg
0344300000000141,3510,Dillenburgstraat,Utrecht,Weg
0344300000002134,3515,Dillestraat,Utrecht,Weg
0344300000003368,3520,Dinkelstraat,Utrecht,Weg
0344300000003189,17712,Dintel,De Meern,Weg
0344300000003759,5351,Dirck Hoetweg,Utrecht,Weg
0344300000001293,17540,Dirck van Zuylenstraat,Utrecht,Weg
0344300000002852,17065,Dirk Wittelaan,Utrecht,Weg
0344300000001471,9680,Dirkje Mariastraat,Utrecht,Weg
0344300000000142,3550,Distelstraat,Utrecht,Weg
0344300000003173,3552,Distelvlinder,Utrecht,Weg
0344300000000143,3560,Dodt van Flensburglaan,Utrecht,Weg
0344300000000144,3570,Doelenstraat,Utrecht,Weg
0344300000001865,17713,Does,De Meern,Weg
0344300000003086,17908,Dokter Fizaanplantsoen,Vleuten,Weg
0344300000002362,19506,Dokter Fizaanplantsoen,Vleuten,Landschappelijk gebied
0344300000002113,17903,Dokter Oolderslaan,Vleuten,Weg
0344300000002372,19510,Dokter Schuursplantsoen,Vleuten,Landschappelijk gebied
0344300000002103,17904,Dokter Schuursplantsoen,Vleuten,Weg
0344300000001472,3600,Dollardstraat,Utrecht,Weg
0344300000002853,3605,Dolomieten,Utrecht,Weg
0344300000000145,3610,Dommelstraat,Utrecht,Weg
0344300000002854,3620,Dommeringdreef,Utrecht,Weg
0344300000003369,3630,Domplein,Utrecht,Weg
0344300000000146,3640,Domstraat,Utrecht,Weg
0344300000001670,3660,Don Carlosdreef,Utrecht,Weg
0344300000001473,3650,Donaudreef,Utrecht,Weg
0344300000003315,3680,Dongestraat,Utrecht,Weg
0344300000000147,3690,Donkeregaard,Utrecht,Weg
0344300000002855,3700,Donkerstraat,Utrecht,Weg
0344300000002348,3705,Donsvlinder,Utrecht,Weg
0344300000002285,3720,Doornburglaan,Utrecht,Weg
0344300000000148,3730,Doornstraat,Utrecht,Weg
0344300000000149,3735,Dopplerhof,Utrecht,Weg
0344300000002856,3740,Dorbeendreef,Utrecht,Weg
0344300000003085,17905,Dorpeldijk,Vleuten,Weg
0344300000002327,17906,Dorpsplein,Vleuten,Weg
0344300000003673,17907,Dorpsstraat,Vleuten,Weg
0344300000000150,3745,Dorstige Harthof,Utrecht,Weg
0344300000000151,3750,Dorstige Hartsteeg,Utrecht,Weg
0344300000001770,3756,Dotterbloemkade,Vleuten,Weg
0344300000000152,3770,Douwes Dekkerstraat,Utrecht,Weg
0344300000003144,3775,Doyennéperenlaan,Vleuten,Weg
0344300000003190,17715,Dr. Ariënslaan,De Meern,Weg
0344300000002378,3374,Dr. Dentzlaan,Utrecht,Weg
0344300000002857,6700,Dr. H. Th. s' Jacoblaan,Utrecht,Weg
0344300000002858,9290,Dr. H.J. Lovinklaan,Utrecht,Weg
0344300000001474,15230,Dr. J.P. Thijsselaan,Utrecht,Weg
0344300000002170,15095,Dr. M.A. Tellegenlaan,Utrecht,Weg
0344300000000153,4300,Dr. Max Euwestraat,Utrecht,Weg
0344300000000155,5990,Dr. P. van Hoeklaan,Utrecht,Weg
0344300000000154,13640,Dr. Schaepmanplein,Utrecht,Weg
0344300000002935,13650,Dr. Schaepmanstraat,Utrecht,Weg
0344300000003709,4301,Dr. van Dugterenpad,Vleuten,Weg
0344300000003738,3777,Draadnagelweg,Utrecht,Weg
0344300000000156,3780,Draaiweg,Utrecht,Weg
0344300000003055,3785,Dragonstraat,Utrecht,Weg
0344300000003370,3790,Drakenburgstraat,Utrecht,Weg
0344300000001866,17716,Drecht,De Meern,Weg
0344300000001400,18202,Dressuurpark,Utrecht,Landschappelijk gebied
0344300000002648,3805,Driebergsebos,Vleuten,Weg
0344300000003507,3806,Driebergsebosplaats,Vleuten,Weg
0344300000000157,3810,Drieharingstraat,Utrecht,Weg
0344300000002859,3820,Drielenborchdreef,Utrecht,Weg
0344300000000158,3840,Drift,Utrecht,Weg
0344300000001205,18704,Drift,Utrecht,Water
0344300000001728,18519,Driftbrug,Utrecht,Kunstwerk
0344300000000159,3850,Drommedarislaan,Utrecht,Weg
0344300000001987,3855,Droomtuinlaan,Vleuten,Weg
0344300000001475,3870,Druifstraat,Utrecht,Weg
0344300000001800,3875,Drususlaan,De Meern,Weg
0344300000003667,77,Ds. Abernathylaan,Utrecht,Weg
0344300000001699,7493,Ds. Martin Luther Kinglaan,Utrecht,Weg
0344300000001898,3878,Dublinstraat,Utrecht,Weg
0344300000002690,3871,Dudoksingel,Utrecht,Weg
0344300000002860,3880,Duifstraat,Utrecht,Weg
0344300000001476,3890,Duikerstraat,Utrecht,Weg
0344300000003147,3895,Duizendknooplaan,Vleuten,Weg
0344300000003509,4141,Duke Ellingtonstraat,Utrecht,Weg
0344300000000160,3920,Duurstedelaan,Utrecht,Weg
0344300000001768,3947,Dwergbieslaan,Vleuten,Weg
0344300000001809,3948,Dwergbloemsingel,Vleuten,Weg
0344300000000161,3953,Ebrodreef,Utrecht,Weg
0344300000003632,3955,Eclipshof,Utrecht,Weg
0344300000001919,3956,Economieweg,Utrecht,Weg
0344300000002583,6291,Ed Hoorniklaan,De Meern,Weg
0344300000003371,3960,Edisonstraat,Utrecht,Weg
0344300000003532,901,Edmond Audranstraat,Utrecht,Weg
0344300000002861,3965,Edmontondreef,Utrecht,Weg
0344300000001733,4350,Edmund Eyslerstraat,Utrecht,Weg
0344300000002671,11081,Edmund Nicklaan,Vleuten,Weg
0344300000002383,8308,Eduard Künnekehof,Utrecht,Weg
0344300000003573,15973,Eduard Verkadelaan,Utrecht,Weg
0344300000003137,3985,Eelderdiephof,Utrecht,Weg
0344300000000162,3990,Eemstraat,Utrecht,Weg
0344300000002063,3995,Eendagsbloemlaan,Vleuten,Weg
0344300000000163,3997,Eendrachtlaan,Utrecht,Weg
0344300000002862,4000,Eendstraat,Utrecht,Weg
0344300000002132,11385,Eerste Oosterparklaan,Utrecht,Weg
0344300000003169,16805,Eerste Westerparklaan,Utrecht,Weg
0344300000001294,4020,Egelantierstraat,Utrecht,Weg
0344300000000164,4030,Egginklaan,Utrecht,Weg
0344300000002863,4050,Eifel,Utrecht,Weg
0344300000001848,17015,Eikslaan,Haarzuilens,Weg
0344300000003402,4055,Eikslaan,Vleuten,Weg
0344300000001849,17016,Eikstraat,Haarzuilens,Weg
0344300000000165,4060,Eikstraat,Utrecht,Weg
0344300000002864,4080,Einsteindreef,Utrecht,Weg
0344300000000166,4085,Einthovendreef,Utrecht,Weg
0344300000001422,4086,Einthovendreef-noord,Utrecht,Weg
0344300000001682,4087,Einthovendreef-zuid,Utrecht,Weg
0344300000001683,4090,Eisenhowerlaan,Utrecht,Weg
0344300000000167,13593,El Salvadordreef,Utrecht,Weg
0344300000002865,4095,Elandplein,Utrecht,Weg
0344300000000168,4100,Elbedreef,Utrecht,Weg
0344300000000169,4120,Elektronweg,Utrecht,Weg
0344300000002866,4130,Elgarlaan,Utrecht,Weg
0344300000000170,4135,Eligenhof,Utrecht,Weg
0344300000001349,4140,Eligenstraat,Utrecht,Weg
0344300000003776,2389,Elisabeth Brugsmahaghe,Utrecht,Weg
0344300000003813,4446,Ella Fitzgeraldplein,Utrecht,Weg
0344300000002189,4145,Elmarelaan,Utrecht,Weg
0344300000003794,1078,Else van den Bankade,Utrecht,Weg
0344300000000171,4150,Elsenburglaan,Utrecht,Weg
0344300000002867,4160,Elsstraat,Utrecht,Weg
0344300000000172,4167,Elzas,Utrecht,Weg
0344300000002716,6481,Emile Hullebroeckstraat,Utrecht,Weg
0344300000001477,4170,Emmalaan,Utrecht,Weg
0344300000003455,17909,Emmalaan,Vleuten,Weg
0344300000001769,7053,Emmerich Kálmánlaan,Utrecht,Weg
0344300000003000,4172,Emmikkerboslaan,De Meern,Weg
0344300000002046,7057,Emmy van Lokhorststraat,Utrecht,Weg
0344300000001206,18705,Energiehaven,Utrecht,Water
0344300000003111,17116,Energieweg,Utrecht,Weg
0344300000001478,4190,Engelen van Pijlsweertstraat,Utrecht,Weg
0344300000001980,4191,Engelsetuinlaan,Vleuten,Weg
0344300000001842,4192,Engelsmanplaat,Utrecht,Weg
0344300000003398,4189,Enghlaan,Vleuten,Weg
0344300000003336,4193,Enghlaan,Utrecht,Weg
0344300000003462,18745,Enghwetering,Utrecht,Water
0344300000003404,18764,Enghwetering,Vleuten,Water
0344300000000173,16347,Enny Vredelaan,Utrecht,Weg
0344300000002868,4210,Enthofstraat,Utrecht,Weg
0344300000000174,4218,Equatorplein,Utrecht,Weg
0344300000003316,4230,Erasmuslaan,Utrecht,Weg
0344300000002661,4825,Errol Garnerstraat,Utrecht,Weg
0344300000001789,4235,Eschersingel,Utrecht,Weg
0344300000001867,17717,Esdoornlaan,De Meern,Weg
0344300000000175,4250,Esdoornstraat,Utrecht,Weg
0344300000002869,4253,Esmoreitdreef,Utrecht,Weg
0344300000003372,1825,Esther de Boer-van Rijklaan,Utrecht,Weg
